"","mean","sd","2.5%","97.5%","n_eff","Rhat"
"A1[1]",7.44479700401844,0.0936106706493606,7.26596655812828,7.62240890296374,247.313699625582,1.00447567345062
"A1[2]",7.45899205581936,0.141312211593588,7.18727292778051,7.73599755952271,372.144284917836,1.00287709214815
"A1[3]",7.76574979679352,0.163992643900514,7.45014510273059,8.08916460104598,416.392076023288,1.00144626619972
"A1[4]",7.50970892262299,0.171388474950766,7.17559542005053,7.83503296054373,442.593699269967,1.00107679212175
"A1[5]",7.87739927646139,0.218332635497042,7.44395597570359,8.32690843920047,363.874198851928,1.01689287182431
"A1[6]",8.80256308488273,0.295892078460525,8.20729325744776,9.38458237601441,719.145616972168,0.999958779960712
"A1[7]",9.00797276560857,0.461178020725694,8.07989527341305,9.88824535059939,730.596985870733,1.00649247450003
"A1[8]",10.8728881426876,0.774693749858097,9.39022358521234,12.4009987264195,597.8870767717,1.0015058567128
"A1[9]",10.5381427167943,0.523619675264261,9.52330196479521,11.6007362309611,635.652972088824,1.00084897050148
"A2[1]",7.83433875301904,0.0501202121114042,7.73654466282402,7.93084637854023,261.863774082774,1.00969669866228
"A2[2]",7.41017624665554,0.0753017192838631,7.2655421465822,7.55476490502538,319.060639198677,1.00432711245312
"A2[3]",7.91327836461007,0.0897467923894705,7.7417078830212,8.08329753987353,580.266966296064,1.00247427070723
"A2[4]",7.37296622116343,0.0967398750419565,7.17793424949804,7.5655809740707,405.330956529053,1.00501547083488
"A2[5]",7.47918806970479,0.123078182558494,7.23966274135414,7.72966356264591,538.305887712443,1.00512084853367
"A2[6]",7.16713092460427,0.165351488039909,6.84369407610911,7.47725940711095,787.337015502297,1.00343063036796
"A2[7]",7.28475920735582,0.265626113186926,6.76930182574711,7.80772702800397,833.094543264697,1.00142901197474
"A2[8]",6.42190493081728,0.440681610834289,5.58816778966849,7.27657878424625,753.808461988636,1.00076676998045
"A2[9]",6.41360959643426,0.293327010194284,5.83774973601916,7.00270007306314,562.747655695704,1.00284550811821
"A3[1]",3.29344789912409,0.0697834676985363,3.16071316453057,3.43464788606197,334.526413687294,1.00738362180973
"A3[2]",2.98668211863071,0.121335466346645,2.76354276245628,3.22133275574102,714.236878389477,1.00201541300453
"A3[3]",3.19726533980064,0.162022144829679,2.8856228548914,3.50631271797332,958.058074685958,1.00025780712634
"A3[4]",2.75505786627861,0.18197497055641,2.40033203659163,3.12259123327622,808.991425914065,1.0027469387893
"A3[5]",2.63537037445078,0.238444198366079,2.18787318989012,3.11963874156438,757.081574122564,1.00156374997819
"A3[6]",2.22969349131279,0.327475720452165,1.61617824550195,2.87131507782913,1227.12516170777,1.00117321487701
"A3[7]",2.96942965164799,0.540500378385689,1.91229718201271,4.01314478213335,1461.80367586791,0.999272341001046
"A3[8]",0.353797090865865,0.808634305165822,-1.22979451293602,1.90786343246875,1218.80033776225,1.00232757698684
"A3[9]",2.90762742643811,0.549267733251404,1.8562607603241,3.96416866212878,1555.11155262443,0.999719654533139
"A4[1]",3.31698429251674,0.00337063903558129,3.31012610789024,3.32373621677774,341.881110455539,1.00740921457124
"A4[2]",3.29825890495497,0.00562751767132638,3.28701296421648,3.30947996143778,647.959602143078,0.999578198012836
"A4[3]",3.29791785964046,0.00756413334392863,3.28359454535179,3.3125472356498,621.056251140194,1.00541097705383
"A4[4]",3.28569475499348,0.0081066919868232,3.26980428914964,3.30137346812254,870.073932929169,1.00000577925974
"A4[5]",3.27776924058428,0.01094100274196,3.25661913772972,3.29935279980537,583.27299318621,1.00374922445823
"A4[6]",3.2691838868514,0.0147063480423572,3.23965616957635,3.29705596766284,891.507830188879,1.00530199755645
"A4[7]",3.24848412840357,0.0244622223702612,3.20117471249441,3.29476808541483,807.065123511857,1.00124417006738
"A4[8]",3.21927299903193,0.0360124667207448,3.14879428556243,3.29362010339713,1069.02414189674,1.00112648722328
"A4[9]",3.23636830244201,0.0255537997296337,3.18531560472512,3.28609750506267,1021.15957830217,1.00265106351784
"A5[1]",0.857185663927733,0.0165812095784391,0.824706911493641,0.887842062378523,292.785002863224,1.00838302772073
"A5[2]",0.883528177724168,0.0282156728135973,0.826316201275519,0.93584459245387,455.140030308069,1.00457682965612
"A5[3]",0.963082539983902,0.0361919334919241,0.89232378010386,1.0354607621499,792.251220858906,1.00148690851852
"A5[4]",0.914004622458243,0.0390061261249247,0.838009299412822,0.994336429452295,615.645108992899,1.00545319649898
"A5[5]",0.912037214555639,0.0503681207112958,0.812692321712131,1.00964560217854,775.393510524409,1.01201623037123
"A5[6]",0.979222963435778,0.0689244241762785,0.847611379946828,1.11371920214186,936.852551801008,0.999404167167143
"A5[7]",1.07871163167994,0.112924887240151,0.858745470210787,1.29936671137996,1066.15953213515,1.00492497682757
"A5[8]",0.810425046747125,0.179839273739961,0.456473624267645,1.16020733831052,1117.59955927982,1.0000020380198
"A5[9]",1.27725389750067,0.11737112927739,1.03763338846857,1.50079513274032,1174.52673953195,1.00075599780705
"d0[1]",4.77093001567022,0.33419562456533,4.16610147320386,5.46287013850542,293.054047800272,1.01804065563364
"d0[2]",0.726010016317611,0.101608799335109,0.540677642504598,0.936615619266892,244.58360644877,1.01572936725776
"d1[1]",1.61215338582343,0.0826945754171837,1.45580336404212,1.78474867250052,230.692470232863,1.01730461925254
"dm[1]",0.0614002533905079,0.000211124121452097,0.0609780782508474,0.061818978842361,1177.52038761374,0.999711181288144
"dm[2]",0.00900007168807027,1.18216509165724e-05,0.00897593633113463,0.00902322116852566,1706.87621767974,0.999016638186996
"dm[3]",0.00490755052771792,2.28585712597373e-05,0.00486288259042898,0.00495079735812578,1579.98013947129,0.999228048338373
"dm[4]",0.0031771702069055,6.98553246422976e-06,0.00316330089488573,0.00319064767228048,1377.55690344994,1.0074186292128
"dm[5]",0.00226407964279567,6.37930738752199e-06,0.00225149577286547,0.00227687572557044,1563.89268321118,1.00013958606929
"dm[6]",0.00198934054652737,6.63784849868502e-06,0.00197660922352346,0.00200216084632671,1455.64726369884,0.999320027616907
"dm[7]",0.00222737108617136,1.51164987281728e-05,0.00219801359531791,0.00225713337214454,1410.98711890413,1.00626057681648
"dm[8]",0.0016912905136475,9.06227734505728e-06,0.00167373261669459,0.00170909708976015,1503.63608953908,1.00105634381277
"dm[9]",0.0011896585848323,3.38595655191483e-06,0.00118323423375662,0.00119629077341768,1609.5279414238,1.00184250825401
"dm[10]",0.00159826644024034,1.20185854830865e-05,0.00157500552627493,0.00162228430048225,1698.57418128138,1.00016229394185
"beta[1]",-0.551294095047292,0.0126123957932639,-0.575589853044718,-0.526829762580315,281.123456613923,1.02105715049426
"beta[2]",-0.591476390826116,0.0176120480006495,-0.627047886682879,-0.557475173023659,370.666902877637,1.01186604774829
"beta[3]",-0.0312797505919695,0.00085883927329544,-0.0329478871664437,-0.0296650952181153,419.114111671939,1.010791843686
"beta[4]",0.152260265081705,0.0044029565527378,0.143727862987711,0.161106316502813,370.144471466932,1.00751545792902
"sigma[1]",1.08599062333047,0.0158422883517611,1.0552403019782,1.11703343901217,1753.53047503491,1.00108418267733
"sigma[2]",0.625220735280943,0.00862051409019985,0.60878297714969,0.642243761945541,1668.13103997578,1.00054895390973
"sigma[3]",1.35784744863145,0.0184798299015717,1.32203742271584,1.39378489910851,1737.65144846875,0.999540565787494
"sigma[4]",0.0606960823028766,0.000876579121331459,0.0589840233403459,0.0624119341679931,1814.31714937511,0.999455185301143
"sigma[5]",0.280800807582964,0.00432788791689339,0.272602024313997,0.289888898340526,1230.1937293118,1.00117257549772
"logh0[1]",-2.23362745909533,0.878130195205554,-4.01603182135182,-0.507102034580067,545.660542025113,1.00635694602653
"logh0[2]",-1.82181633195035,0.90446298605182,-3.68925937858404,-0.0666208909776478,548.09719755454,1.00569744490638
"logh0[3]",-1.81833033763799,0.905751039798429,-3.66715645874945,-0.109738312780503,533.722041824849,1.00477616004531
"logh0[4]",-0.394783549375558,0.970928999839123,-2.31237293212362,1.4713288676223,534.130478150276,1.00439316448211
"gamma_x[1]",-0.0093671843562099,0.00998759397007522,-0.0289420661242296,0.0107853096440816,657.198729630155,1.00620523974988
"gamma_x[2]",-0.023126107966048,0.145674297531201,-0.320723127739275,0.255583609260349,1900.55271454828,0.999382579964149
"gamma_x[3]",0.000826135519683742,0.0237072907512541,-0.0458817372627118,0.0448877687622137,1226.2897803333,1.00096064069294
"gamma_x[4]",0.267341374401714,0.0952094492687684,0.0795953994965347,0.457235754481273,1858.37442814902,1.00019255825175
"gamma0",0.577975787421925,0.0413044795759184,0.495909943158747,0.657185408194496,1347.58722512136,1.00115718144196
"gamma1[1]",0.443603088753026,0.0906164700854777,0.269919607016716,0.614791126621364,1130.87583523717,1.00001257836327
"gamma1[2]",0.302727597704866,0.0953073417587165,0.115882880106915,0.492370300545498,990.533279675249,1.00036550235497
"gamma1[3]",0.0797806558273228,0.0938279921740594,-0.0970619910937893,0.258682391117449,836.842004523486,1.00057896662666
"gamma1[4]",-0.0132493060812306,0.0717544377561906,-0.154782423612769,0.127157870981343,884.735527564612,1.00258095794314
"gamma1[5]",0.441671140967907,0.0727933667676311,0.30390879568099,0.585967743168104,920.812234278784,1.00001957412738
"gamma_m[1]",0.424252692658701,0.284351071572551,-0.121541741129329,0.97898324406452,2129.16289395642,1.00056449549422
"gamma_m[2]",0.338965532160095,0.731352575892218,-1.12262173981034,1.69959637787487,1754.74674867828,1.00225295223871
