"","mean","sd","2.5%","97.5%","n_eff","Rhat"
"A1[1]",7.45052208019936,0.0956024384316254,7.26971970753399,7.64245145343929,91.2363431201709,1.01494437612589
"A1[2]",7.45512524242755,0.137224569792909,7.19626281091805,7.73223303924411,132.169215926162,1.01460780785955
"A1[3]",7.75619496689262,0.169834672317753,7.44192813627434,8.10697670866905,204.044188053783,1.01074308245697
"A1[4]",7.5154920343748,0.16916857735076,7.18421587935382,7.86026369170883,180.85002322046,1.00266312991164
"A1[5]",7.85150586640824,0.227280741551768,7.39345634319163,8.29948880236276,165.028331674895,1.00252405048764
"A1[6]",8.76371855058991,0.297381139274269,8.17519478986968,9.3466369909231,470.115576936882,0.999940240907649
"A1[7]",8.94596157735209,0.472804093032143,8.04094898245936,9.88945610954674,452.9402176401,0.999089930327102
"A1[8]",10.7779068502858,0.769468330758563,9.27784162514053,12.3411887417345,422.406812076829,1.00097182988857
"A1[9]",10.4216292184874,0.517435642204064,9.35988120603131,11.40140058787,445.529422196976,1.00173464547361
"A2[1]",7.82936779269673,0.0544518507852458,7.72431826534655,7.93790366375025,125.545882580064,1.00387927971362
"A2[2]",7.40401386078687,0.0785154447269983,7.25187208873973,7.56460920976226,229.307481981759,0.999362449581662
"A2[3]",7.90830811429974,0.0953581953945168,7.72353615297019,8.09733401129386,313.812238142231,1.00059673987793
"A2[4]",7.3686615343024,0.0949664231987167,7.18445481971674,7.56052493866826,268.201508245492,1.00125162054342
"A2[5]",7.48740566545193,0.126492655171936,7.23523738702583,7.72779307542037,220.845699496155,1.00282582640343
"A2[6]",7.18777809516629,0.168239070774346,6.84558350209318,7.51668623614934,483.822874541709,0.999192066095009
"A2[7]",7.31289671600677,0.267808589754645,6.79766843905004,7.82997991164867,528.178852967802,0.999652766415537
"A2[8]",6.45832000556763,0.426338472208715,5.60289715714309,7.25371991301229,415.000721597218,1.00569683168985
"A2[9]",6.45778120828873,0.298057842561337,5.86881718451478,7.05828013061156,507.678091635164,1.00074674640307
"A3[1]",3.28939285255759,0.0724571313032551,3.14487090626212,3.42578116870562,182.718492271576,1.00815911095774
"A3[2]",2.97591156707949,0.121494362612793,2.74058886165708,3.2087433625968,550.478736581124,1.00205411732253
"A3[3]",3.19181277455018,0.166646184823019,2.85821958094494,3.52585184264814,540.949854689632,1.00109213531479
"A3[4]",2.7496798352573,0.177667308866322,2.40773213449642,3.0892382732712,621.291554044792,1.00369137979574
"A3[5]",2.6426762667248,0.246087439072848,2.16268161600258,3.12291384952737,618.38008569322,0.999478008476283
"A3[6]",2.23387695701952,0.328562901350711,1.5636693299157,2.87565357630503,787.629507964171,1.00078881860959
"A3[7]",3.01229926258326,0.5398534653317,1.93257111695653,4.07636026818047,838.55055078099,1.00013449757867
"A3[8]",0.371086752857888,0.810979073254083,-1.27250227338736,1.91088314625463,917.906720591053,0.999744844841289
"A3[9]",2.95386307825873,0.549939996989237,1.89119472563135,4.10242383694912,820.576498413652,1.00002942983249
"A4[1]",3.31673179841803,0.00354215154881,3.30954710088691,3.3232872383165,168.680158120674,1.00539536645158
"A4[2]",3.29824044403686,0.0058487543858521,3.28741550883451,3.30996357847944,347.828204542623,0.999892142811783
"A4[3]",3.29736092855143,0.0075795272691507,3.28257501859331,3.31214105269721,502.548335753061,1.00609862442314
"A4[4]",3.28588968097337,0.00828750428808838,3.27032957556414,3.30276822235002,396.628043612544,0.999044552979734
"A4[5]",3.27787490700893,0.0109290313753761,3.25624150326521,3.29923644787768,456.492345976933,1.00488181362294
"A4[6]",3.27086376334633,0.0147393254571658,3.24186354085976,3.29912785638201,571.101959937944,1.0029784538193
"A4[7]",3.24953135151027,0.0242266244939877,3.20164478983532,3.29733282674428,755.603615256916,1.00527281348601
"A4[8]",3.22166836146262,0.0361663422873756,3.15016912857958,3.29083699658169,963.455191637105,1.00132765796228
"A4[9]",3.23853362046644,0.0257746113086931,3.18938988930548,3.28875924093848,786.840023162686,1.00083503312753
"A5[1]",0.857762995259432,0.0165124425208273,0.825245606939361,0.890118607286544,158.641472842964,1.00971484994805
"A5[2]",0.884840659776685,0.0276214543206027,0.833192364580608,0.939575049808473,228.50609872064,1.00540901992949
"A5[3]",0.96109884268513,0.035750306397054,0.888283519138285,1.03366815586884,514.972014246609,1.0025096518671
"A5[4]",0.91623528549897,0.0383269482128045,0.840552712675053,0.989891295523408,354.118320339737,1.00381142947976
"A5[5]",0.907659029141185,0.0516643987100119,0.805488492913683,1.01180907359461,574.627047962689,1.0002214612888
"A5[6]",0.973901947940617,0.0697889495219289,0.840431131387321,1.10938863456625,515.226052445256,1.00123071754918
"A5[7]",1.06814799861414,0.114437246173853,0.838162137253868,1.29071978426444,859.365030146025,0.99959300474673
"A5[8]",0.799408709377337,0.177084250301244,0.459177217367578,1.14352384858603,803.711719973982,1.00045323653491
"A5[9]",1.26594081272193,0.11607432521033,1.03977372405281,1.49347861813633,767.639693013538,0.999472183867486
"d0[1]",4.74806055057172,0.337624501305032,4.10336512409489,5.42818261700164,401.962297023208,1.00152133283989
"d0[2]",0.752755763556298,0.0981111366843475,0.564142108698932,0.951768190120894,253.757063358537,1.00001065027417
"d1[1]",1.59850941349525,0.0829073264694485,1.44586478590513,1.76889810541347,296.79319490551,1.00985928438829
"dm[1]",0.0756263249137196,0.000585621868858324,0.074483282575442,0.0767556019449306,1005.46999598937,1.00005142244116
"dm[2]",0.0502193413731341,0.000781732007214042,0.0487286502836242,0.0517744745971217,844.683703295029,0.999369815769356
"dm[3]",0.0200894103102833,0.000142665434021454,0.0198190864948921,0.0203750016014925,934.253199944869,1.00087470173108
"dm[4]",0.0120008371869193,4.42826313195211e-05,0.0119142733210405,0.0120862744490535,1311.43676185797,1.00003358771704
"dm[5]",0.0109866045270135,2.40236048657034e-05,0.0109392412799711,0.0110336835089398,1208.79901107641,0.999481284081876
"beta[1]",-0.552965872757282,0.0135016642999975,-0.580657904528787,-0.527409102250413,272.221019204062,1.00840404426207
"beta[2]",-0.593724644366048,0.017887219090081,-0.630076834650125,-0.559075350579996,373.749521791796,1.00513382686654
"beta[3]",-0.0313310222246918,0.000872984460389323,-0.0331678420136115,-0.029687690514233,402.964966968467,1.00451810452439
"beta[4]",0.152292522563246,0.00432404480292232,0.144299681925735,0.16103213652722,420.049592254622,1.00707373058144
"sigma[1]",1.0865011000631,0.0159220338163375,1.05499888949324,1.11815129450608,1623.35896480331,1.00042837727836
"sigma[2]",0.625274940187475,0.00870538556830495,0.608392395551919,0.64298266086322,1987.67468238951,1.0002276289458
"sigma[3]",1.35694431540951,0.0193939805466152,1.32038231203867,1.39477239261956,1691.30731131672,0.999682594002184
"sigma[4]",0.0607102155881391,0.000836629631201186,0.0591350749399671,0.0623779101368909,1310.05028804033,0.999571240683717
"sigma[5]",0.280730482389874,0.00429497826932913,0.272506763402113,0.289432792148417,1195.75788912666,0.999355743876272
"logh0[1]",-1.44640458280331,0.852091947955679,-3.22708156426062,0.139931092735978,240.887138446295,1.02494740555847
"logh0[2]",-0.974858613490794,0.875421049621083,-2.77134118366616,0.637085288783921,249.576958238972,1.02462971317769
"logh0[3]",-1.04701361149439,0.867208506304219,-2.87756521994738,0.54898773740377,250.23942206687,1.02308278697729
"logh0[4]",0.379614030467192,0.923555270684292,-1.47303097556686,2.15353828531925,236.909823187249,1.02021134961826
"gamma_x[1]",-0.0159755507439858,0.00971109136359662,-0.0345856556090164,0.00315198253197368,326.920581868378,1.01835173481724
"gamma_x[2]",0.0831835064070596,0.148692547337624,-0.215460986501806,0.365175247076117,1340.34694941244,1.00112345783762
"gamma_x[3]",-0.00721381238290517,0.0227372089423271,-0.0537087442324561,0.0370100750375311,630.274236874994,1.00570210331479
"gamma_x[4]",0.298410515843054,0.0985170594363451,0.118946425572223,0.495002540762601,1342.7323050111,0.999619167362847
"gamma0",0.589200554693328,0.0409804332384619,0.511242922435092,0.672805213210148,1134.2690303144,0.999431224857436
"gamma1[1]",0.335324371250745,0.0914200510201241,0.158136026927347,0.507542716582415,924.007906265522,1.00016651731121
"gamma1[2]",0.278119081344894,0.093213488018352,0.0963742215548158,0.465641212892053,761.513731894456,0.99953436597324
"gamma1[3]",0.0736616421602711,0.0939726801898884,-0.0995997456463951,0.268818556662058,503.765102246998,1.00242075571309
"gamma1[4]",-0.0414916255086624,0.0732894418347578,-0.180063670661569,0.100985339068733,490.807154544621,1.00427129766475
"gamma1[5]",0.397921382689262,0.0720511787814814,0.25646556772309,0.53976946423538,653.980888670064,1.00097282295132
"gamma_m[1]",-0.581513833360017,0.22598657315698,-1.02905084342508,-0.141398394330021,1252.60556010352,1.00219607843303
"gamma_m[2]",-1.07139852509404,0.283696723741856,-1.60181142038663,-0.510106449261211,1515.50384183513,1.00669095951517
"gamma_m[3]",-0.529436233358545,0.421867554405963,-1.3314508358997,0.314216839975444,1621.68505641364,1.00115613411931
"gamma_m[4]",0.670899267637614,0.589098844691968,-0.486309528552476,1.82755819292609,1820.77759590784,1.00035150071404
