"True iAUC","Estimated iAUC","True iBS","Estimated iBS"
"T = 0.3",0.80238119164702,0.743394450281265,0.0551321941877971,0.0594151092687375
"T = 0.4",0.795919277205806,0.734299980347521,0.0517855000615184,0.0555744219384942
"T = 0.5",0.783008438701757,0.707300316034992,0.0499616508039211,0.0536543108239402
"T = 0.55",0.775741599281912,0.688635476232555,0.0505550174296975,0.0544211579376338
"T = 0.6",0.784980645606825,0.659456937119033,0.0489054603557244,0.0535942509345269
