"True iAUC","Estimated iAUC","True iBS","Estimated iBS"
"T = 0.3",0.812244589538346,0.778777646709434,0.0861763094907756,0.0921053253829104
"T = 0.4",0.82079044127846,0.802962431379405,0.0837589302209333,0.0875490725452822
"T = 0.5",0.804380023539484,0.793714100776289,0.0802689670486398,0.082471712548325
"T = 0.55",0.78843558043929,0.774824636018956,0.0782439673438328,0.0804210484335212
"T = 0.6",0.768809972729758,0.747187644375686,0.0776545870424206,0.0800249067011132
