"True iAUC","Estimated iAUC","True iBS","Estimated iBS"
"T = 0.3",0.815121886839966,0.778447480578772,0.063601458777665,0.0682900811244597
"T = 0.4",0.823138149029959,0.804145564800351,0.0612188081457198,0.063632437242689
"T = 0.5",0.807022743479304,0.795501867875158,0.0594947601732767,0.0605110168283377
"T = 0.55",0.803561329023112,0.78993632789102,0.0560935047472044,0.057243216773968
"T = 0.6",0.789251731216701,0.767598462087902,0.0558190001701329,0.0575098544986525
