"True iAUC","Estimated iAUC","True iBS","Estimated iBS"
"T = 0.3",0.813333371904586,0.77793198914738,0.0645610364854683,0.068277463119028
"T = 0.4",0.822489872047682,0.804701951145705,0.0624693995220958,0.0646444670643015
"T = 0.5",0.81376196516807,0.798502649477389,0.0592021286399952,0.0607055301471569
"T = 0.55",0.793919483984532,0.7758865487607,0.05864039101487,0.0602631633853352
"T = 0.6",0.775725734001631,0.749576329046348,0.0578436197546331,0.0597930599553553
