"","mean","sd","2.5%","97.5%","n_eff","Rhat"
"A1[1]",7.47241308856777,0.0887295236738215,7.29852994429104,7.6434043108034,2859.96394343954,0.9995100016527
"A1[2]",7.25378568759478,0.181227148830712,6.90637961993785,7.60411953994645,1395.7726370354,0.999336175554368
"A1[3]",7.52467637043443,0.271018756229866,6.98899054625651,8.02927971719911,1124.28718613331,0.999425942350733
"A1[4]",5.75113502584326,0.301311142517022,5.19140854245849,6.35986078436804,1169.66999702163,1.00003537434186
"A1[5]",6.45536497752032,0.403349811463036,5.64819763149024,7.24643464377165,1289.49683769754,0.999046244418412
"A1[6]",6.95924824244929,0.581367654107458,5.8458792593003,8.07938729943388,1278.31670989086,0.999244769002303
"A1[7]",7.4751446635878,0.936317199645319,5.70559467882241,9.34056018196982,1131.77129351704,0.999318486310756
"A1[8]",4.47324047947479,1.22806940004671,2.06245994080198,6.86390693874296,1778.44334631724,1.00036934103415
"A1[9]",7.4652403780183,0.842079881340234,5.79878098509619,9.11302855096181,3418.00567141169,0.999586013368472
"A2[1]",7.81905776564955,0.0481871694452323,7.72546474576916,7.91320737010906,3131.72181357065,0.999109215249744
"A2[2]",7.44307367631981,0.101998926161826,7.24996357119613,7.65004697370689,1204.83663720156,0.999089274523105
"A2[3]",8.00401837679179,0.151682611771639,7.70357910841441,8.30401769852534,910.469459280009,0.999227673520607
"A2[4]",8.25289130150538,0.168839935989979,7.92919750423956,8.59490828477264,903.785954880344,1.00001547498047
"A2[5]",8.30173526465773,0.227000806460447,7.85704744542599,8.75499694462441,926.010591407616,1.00003614041045
"A2[6]",8.06430873622863,0.316484019249822,7.46131819113751,8.69614672646547,1059.31529714326,0.999265797216034
"A2[7]",8.08610027708107,0.52085512666477,7.07648254287959,9.08413502651043,1104.33784719717,0.999280821885605
"A2[8]",9.19179911783264,0.683904731014951,7.83872631188602,10.5392773630847,1477.46483901562,0.999113903849805
"A2[9]",7.90891732150634,0.452206632029428,7.01647235531075,8.78719996359511,2590.61410393621,0.999144215218288
"A3[1]",3.27447561505647,0.0724468051591177,3.13657437657936,3.41531089981541,3230.98611422036,1.00063203750697
"A3[2]",3.00443254818369,0.144333436938031,2.72304415469458,3.28890998219708,1420.83768281631,0.999949275506872
"A3[3]",3.2394943458038,0.207031775402917,2.83817027412566,3.64111208158368,1099.66153171696,1.000349930002
"A3[4]",3.69227379261537,0.237827300163688,3.2221031420078,4.16818054145408,1079.77068109417,1.00026374220479
"A3[5]",3.55247821631958,0.322158493964142,2.89766278309972,4.1747146490066,1163.1532977095,0.999703395530188
"A3[6]",3.11401961094422,0.457176332941577,2.24180515918013,4.0698559420353,1181.26537345384,0.999765174713743
"A3[7]",3.89603736517002,0.720268182740592,2.49976473548987,5.30168852054105,984.31800353229,1.00173585869712
"A3[8]",3.08028094765889,0.992470550174417,1.21040269238935,5.02345031096171,1254.44275191872,1.00030518857208
"A3[9]",4.16071487279875,0.647715333985078,2.91801631637971,5.44099439405687,3054.30112819004,0.999519653712632
"A4[1]",3.31609362633638,0.00346637205511952,3.30934881650792,3.32263913134831,4690.46019940414,0.999277680540637
"A4[2]",3.29918433062731,0.00720443267223257,3.28548952574333,3.31354801498477,1604.28926316477,0.999666423295673
"A4[3]",3.30382554313694,0.0102591538005731,3.28397449146041,3.32370646826699,1220.29194302552,0.99930600000029
"A4[4]",3.33427301012492,0.0113652774855856,3.31178649685948,3.35596382709941,1096.95551675169,0.999591784175134
"A4[5]",3.32516728955549,0.0152916340046601,3.29598724087715,3.35669744511777,1169.85287892964,0.999525408636928
"A4[6]",3.32028046976679,0.022029417371016,3.2771257390118,3.36275454894536,1220.62670490414,0.99953703841113
"A4[7]",3.31224024052666,0.0361728448761701,3.24346323874989,3.3830715206701,1245.56083934435,0.999640731417747
"A4[8]",3.32420658891191,0.0497571369916206,3.22599959685636,3.42201865849873,1556.03301586135,0.999663287029917
"A4[9]",3.3189518094078,0.0319244454109554,3.25707563316543,3.38224151592285,2833.21370115274,0.999357227753922
"A5[1]",0.862187285075674,0.0161800991270507,0.830752774694232,0.895285891573039,4012.75921685208,0.999849453277778
"A5[2]",0.871624880920298,0.0337373356885801,0.805750722838068,0.937177510851989,1320.27507247751,0.999254407923689
"A5[3]",0.917808717625669,0.0494136357276551,0.82056710326875,1.01473683439777,974.851146043694,1.0000065131178
"A5[4]",0.682086510124386,0.0558519363331416,0.570427868140361,0.792663020832555,994.473887401775,0.999936159072498
"A5[5]",0.675212565512905,0.0767411285763286,0.524416058188999,0.830609909849043,1064.46021818883,0.999809722197663
"A5[6]",0.726678509555012,0.104430032170785,0.523049759967789,0.929776987873889,1060.20504172037,0.999886914184319
"A5[7]",0.755787897404267,0.171673034973615,0.419757350477642,1.0982415379472,1161.26031201214,0.99943019791686
